Total Demand,predicted_demand,percentage_error,within_2_percent
4374.08667,5948.800000000001,36.0009631450673,False
4297.90167,5948.800000000001,38.411728716911306,False
4297.68667,5948.800000000001,38.418653028514086,False
4764.815,5948.800000000001,24.84849883993401,False
4740.75667,5605.6,18.242727695197246,False
4633.48333,5605.6,20.980256121909914,False
4460.30167,5491.2,23.11274900829746,False
4747.48333,5491.2,15.665493026596888,False
4611.71,5376.8,16.590158531217273,False
4396.94,5376.8,22.285043689474968,False
4174.745,5262.400000000001,26.053208040251576,False
4053.185,5262.400000000001,29.833698683874548,False
3975.15167,5148.0,29.50449259210278,False
3957.65333,5148.0,30.07708282524078,False
4008.40333,5148.0,28.43018968353167,False
4178.03167,5148.0,23.215916168486096,False
4373.09667,5720.0,30.79976116786826,False
4640.215,5720.0,23.27015019778178,False
4871.82333,6292.000000000001,29.1508245230231,False
4812.86833,6292.000000000001,30.732851359762854,False
4884.48667,6635.200000000001,35.84231974165671,False
4969.62,6635.200000000001,33.51523858967086,False
4950.805,6635.200000000001,34.02264884195601,False
4970.245,6635.200000000001,33.4984492716154,False
4986.98167,6635.200000000001,33.05041885185033,False
5017.27667,6635.200000000001,32.2470422983471,False
5027.135,6635.200000000001,31.987702737244984,False
5039.78333,6635.200000000001,31.656453572181654,False
5061.03333,6635.200000000001,31.10366139398652,False
5048.22,6635.200000000001,31.436427097075807,False
5026.68833,6635.200000000001,31.999431124467602,False
5026.88167,6635.200000000001,31.994354265355145,False
5018.25833,6635.200000000001,32.2211724401203,False
4990.7,6635.200000000001,32.95128939828082,False
4989.83833,6635.200000000001,32.97424808550864,False
5028.255,6635.200000000001,31.958303626208306,False
5072.12833,6806.800000000001,34.20007454740408,False
5067.80167,6806.800000000001,34.31464850517722,False
5043.56833,6864.000000000001,36.09412128258012,False
4901.76333,6864.000000000001,40.03124055359077,False
4762.08167,6921.200000000001,45.339800524672675,False
4624.20667,6921.200000000001,49.67324113997702,False
4548.13333,6864.000000000001,50.91905847887712,False
4504.11,6864.000000000001,52.3941466793662,False
4503.24,6578.000000000001,46.0726055018165,False
4565.85333,6578.000000000001,44.06945481098056,False
4513.37333,6292.000000000001,39.40792263244929,False
4432.04667,6292.000000000001,41.966014089829095,False
4314.12333,5948.800000000001,37.89128276960966,False
4298.27,5948.800000000001,38.39986785381097,False
4308.87167,5948.800000000001,38.05934489573695,False
4785.81667,5948.800000000001,24.300624327926897,False
4772.515,5096.0,6.778082415665527,False
4618.84833,5096.0,10.330533412427513,False
4448.98167,4992.0,12.205452174856902,False
